price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"#450,000,000",Elegantly Built 6 Bedroom Fully Detached Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Detached,6.0,6.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/elegantly-built-6-bedroom-fully-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#12,675,000",Spacious 195sqm Commercial Office Space on 3rd & 4th Floor,"Lekki Phase 1, Lekki, Lagos.",commercial,,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/spacious-195sqm-commercial-office-space-on-3rd-4th-floor/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,,,True,True,,,,,True,195sqm,,,,,,
"#9,000,000",Modern 60sqm Commercial Space/Shops,"Lekki Phase 1, Lekki, Lagos.",commercial,,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/modern-60sqm-commercial-space-shops/,True,True,True,,,True,True,,True,,,True,,True,True,,,,,True,True,,,,,,60sqm,,,,,,
"#25,000,000",Luxury 4 Bedroom Maisonette on the 9th floor,"Lekki Phase 1, Lekki, Lagos.",Rent,,Maisonette,4.0,4.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/luxury-4-bedroom-maisonette-on-the-9th-floor/,True,True,True,True,,True,True,,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,,,,,
"#1,300,000,000",Luxury 5 Bedroom Fully Detached Duplex with BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/luxury-5-bedroom-fully-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,True,,,,,,,,,
"#400,000,000",Furnished 4 Bedroom Terrace with BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/furnished-4-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#600,000,000",Modern 4 Bedroom Maisonette with Good Access Road,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Maisonette,4.0,4.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/modern-4-bedroom-maisonette-with-good-access-road/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#25,000,000",Luxurious 5 Bedroom Fully Detached Duplex with 2-Room BQ,"Lekki Phase 1, Lekki, Lagos.",Rent,,Detached,5.0,5.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/luxurious-5-bedroom-fully-detached-duplex-with-2-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,True,,,,,,,,,
"#3,000,000",30sqm Spacious Commercial Space with Ample Parking Space,"Lekki Phase 1, Lekki, Lagos.",commercial,,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/30sqm-spacious-commercial-space-with-ample-parking-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,,,,,30sqm,,,,,,
"#220,000/sqm",94sqm Commercial Shop Space Very Close to the Major Road,"Lekki Phase 1, Lekki, Lagos.",commercial,sale,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/94sqm-commercial-shop-space-very-close-to-the-major-road/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,True,True,,,,,,94sqm,,,,,,
"#250,000/sqm",47sqm Commercial Shop Space Very Close to the Major Road,"Lekki Phase 1, Lekki, Lagos.",commercial,sale,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/47sqm-commercial-shop-space-very-close-to-the-major-road/,True,True,True,True,,True,True,,True,,,True,,,,,,,,True,True,,,,,,47sqm,,,,,,
"#300,000,000",Exquisitely Furnished 3 Bedroom Apartment with Swimming Pool,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Apartment,3.0,3.0,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/exquisitely-furnished-3-bedroom-apartment-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#250,000",98sqm Commercial Shop Space in a Strategic Location,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/98sqm-commercial-shop-space-in-a-strategic-location/,True,True,True,True,,True,True,,True,,,True,,True,True,,,True,,True,True,,True,,,,98sqm,,,,,,
"#4,000,000",Spacious 2 Bedroom Flat for Commercial Use,"Lekki Phase 1, Lekki, Lagos.",commercial,rent,Apartment,2.0,2.0,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/spacious-2-bedroom-flat-for-commercial-use/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,True,,,,,,,
"#280,000,000",Brand New 2- & 3-Bedroom Apartments + BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/brand-new-2-3-bedroom-apartments-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#2,500,000",25sqm Self-Contained Office Space with a Dedicated Generator,"Lekki Phase 1, Lekki, Lagos.",commercial,rent,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/25sqm-self-contained-office-space-with-a-dedicated-generator/,True,True,True,True,,True,True,,True,,,True,,True,True,True,,,,True,True,,,,,,25sqm,,,,,,
"#17,000,000",Spacious 5 Bedroom Self-Compound with a 2 Bedroom Boys’ Quarters,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,,5.0,5.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/spacious-5-bedroom-self-compound-with-a-2-bedroom-boys-quarters/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,True,,,,,,,
"#850,000,000",Luxury 5 Bedroom Detached Duplex with All Rooms En-Suites,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/luxury-5-bedroom-detached-duplex-with-all-rooms-en-suites/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#22,000,000",Fully Furnished 2 Bedroom Apartment with Top-Quality Interior Decor,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/fully-furnished-2-bedroom-apartment-with-top-quality-interior-decor/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,,,,,,True,,True,,,
"#10,000,000",Furnished 3 Bedroom Apartment with Excellent Facilities,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Apartment,3.0,3.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/furnished-3-bedroom-apartment-with-excellent-facilities/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#650,000,000",Furnished 5 Bedroom Fully Detached Duplex with 2 Rooms BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/furnished-5-bedroom-fully-detached-duplex-with-2-rooms-bq/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#15,000,000",Fully Serviced 4 Bedroom Terraced Duplex with Swimming Pool,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Terraced,4.0,4.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/fully-serviced-4-bedroom-terraced-duplex-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#55,000,000",Newly Built Luxury 5 Bedroom Detached Home in a Prime Estate,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Detached,5.0,5.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/newly-built-luxury-5-bedroom-detached-home-in-a-prime-estate/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#5,000,000",80sqm Salon Space with a Toilet,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Commercial Space,,1.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/80sqm-salon-space-with-a-toilet/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,,,,,,,,
"#6,000,000",48sqm Shop Space with a Private Toilet,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/48sqm-shop-space-with-a-private-toilet/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,48sqm,,,,,,
"#14,000,000",47sqm Front Facing Shop in a Secure Estate,"Lekki Phase 1, Lekki, Lagos.",commercial,rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/47sqm-front-facing-shop-in-a-secure-estate/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,47sqm,,,,,,
"#19,000,000",160sqm Office Space,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/160sqm-office-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,True,,,,160sqm,,,,,,
"#85,000",323sqm Commercial Property with 24 Hours Security,"Lekki Phase 1, Lekki, Lagos.",commercial,rent,Commercial Space,,,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/323sqm-commercial-property-with-24-hours-security/,,,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,,323sqm,,,,,,
"#15,000,000",5 Bedroom Fully Detached Duplex with a BQ,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Detached,5.0,5.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#180,000,000",2 Bedroom Apartment with En-Suite BQ,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-en-suite-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"NGN800,000,000#800,000,000",3 Bedroom Fully Detached Loft,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Detached,3.0,3.0,Rose,7 months ago,https://cwlagos.com/property/3-bedroom-fully-detached-loft/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,True,,True,,,,,,,
"#2,500,000,000",4 Storey Commercial Building,"Lekki Phase 1, Lekki, Lagos.",commercial,sale,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/4-storey-commercial-building/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,True,True,,True,,,,700sqm,,,,,,
"#250,000,000","Newly Built, Furnished 2 Bedroom Apartment","Lekki Phase 1, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,admin-cw,7 months ago,https://cwlagos.com/property/newly-built-furnished-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,,,,,,,,
"#185,000,000",Newly Built 2 Bedroom Apartment,"Lekki Phase 1, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,admin-cw,7 months ago,https://cwlagos.com/property/newly-built-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,True,,,,
"#35,000,000",5 Bedroom Commercial Space with 2 BQ,"Lekki Phase 1, Lekki, Lagos.",commercial,rent,Commercial Space,5.0,5.0,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/5-bedroom-commercial-space-with-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,,,,,,,,
"#15,000,000",Newly Built 3 Bedroom Apartment on 3rd Floor,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Apartment,3.0,3.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/newly-built-3-bedroom-apartment-on-3rd-floor/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#30,000,000",4 Bedroom Semi-Detached Duplex,"Lekki Phase 1, Lekki, Lagos.",Rent,rent,Semi Detached,4.0,4.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,True,,,,,,,,,
"$24,000",Carcass 4 Bedroom Maisonette with 2 BQs,Lekki Phase 1/Oniru.,Rent,,Maisonette,4.0,4.0,,1 year ago,https://cwlagos.com/property/carcass-4-bedroom-maisonette-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,,True,,True,
"$24,000",Carcass 4 Bedroom Maisonette with 2 BQs,Lekki Phase 1/Oniru.,Rent,,Maisonette,4.0,4.0,,1 year ago,https://cwlagos.com/property/carcass-4-bedroom-maisonette-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,,True,,True,
"#15,000,000",Spacious 4 Bedroom Semi-Detached House with 1 Room BQ,"Lekki Right, Lekki, Lagos.",Rent,rent,Semi Detached,4.0,4.0,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/spacious-4-bedroom-semi-detached-house-with-1-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"#120,000,000",Commercial Space with a Pool & Rooftop,"Lekki Right, lekki, Lagos.",Rent,rent,Commercial Space,,,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/commercial-space-with-a-pool-rooftop/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,True,,True,,,,,,,,,,,,
"430,000,000",5-Bedroom Detached Duplex,Lekki county homes,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN850,000,000",Luxury 5 Bedroom Smarthome with bq,Lekki phase 1,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/luxury-5-bedroom-smarthome-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55,000,000",Commercial Waterfront Land,Lekki phase 1,Rent,rent,,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/commercial-waterfront-land/,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.01sqm,,,,,,
"9,000,000",Shop Space,Lekki phase 1,Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/shop-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000",4-Bedroom Apartment- Lekki phase 1,Lekki phase 1,Short Stays,rent,Apartment,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-apartment-lekki-phase-1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300,000",Luxurious 4-Bedroom Waterfront Duplex,Lekki phase 1,Short Stays,,,4.0,3.0,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/luxurious-4-bedroom-waterfront-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500,000,000",Prime Commercial Spaces,Lekki phase 1,Rent,rent,Commercial Space,,,Jennifer Nwagbo,1 week ago,https://cwlagos.com/property/prime-commercial-spaces/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50,000,000",Newly Built Multi-Unit Bungalows,Lekki right,Rent,rent,Bungalow,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/newly-built-multi-unit-bungalows/,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300m²",,,,,,
"#250,000,000",3 Bedroom Apartment,"Lekki right, Lekki, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,5 months ago,https://cwlagos.com/property/3-bedroom-apartment-10/,True,True,True,True,,True,True,True,True,True,,True,,,True,True,,True,True,True,True,,True,,,,,,,,,,
"NGN415,000,000",4 Bed Semi Detached Duplex in Ikate,"Lekki, Ikate",Sale,,Semi Detached,4.0,4.0,admin-cw,5 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-ikate/,,,,,,,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,
"250,000,000",3-Bedroom Apartments with BQ,"Lekki, Lagos State, Nigeria",Sale,sale,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartments-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"850,000,000",6 Units of 5-Bedroom Detached House with BQ,"Lekki, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,admin-cw,6 days ago,https://cwlagos.com/property/6-units-of-5-bedroom-detached-house-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14,000,000",2-Bedroom Apartment with BQ,"Lekki, Lagos State, Nigeria",Rent,rent,Apartment,2.0,2.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-with-bq-11/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400,000,000",4-Bedroom Terrace Duplex with BQ,"Lekki, Lagos State, Nigeria",Sale,sale,Terraced,4.0,4.0,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-with-bq-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000,000",4-Bedroom Semi-Detached Duplex with 2 BQs,"Lekki, Lagos State, Nigeria",Rent,rent,Semi Detached,4.0,4.0,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-2-bqs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480,000,000",4-Bedroom Maisonette with BQ,"Lekki, Lagos State, Nigeria",Sale,sale,Maisonette,4.0,4.0,Jennifer Nwagbo,1 week ago,https://cwlagos.com/property/4-bedroom-maisonette-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"600,000,000",4-Bedroom Penthouse,"Lekki, Lagos State, Nigeria",Sale,sale,Penthouse,4.0,4.0,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-penthouse-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,000,000",Ground Floor Office Space,"Lekki, Lagos State, Nigeria",Rent,rent,,,,Jennifer Nwagbo,3 weeks ago,https://cwlagos.com/property/ground-floor-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,000,000,000",5-Bedroom Fully Detached Duplex – 500sqm,"Lekki, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-500sqm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,300,000,000",6 Units of 3-Bedroom Apartments with 2 BQs,"Lekki, Lagos State, Nigeria",Sale,sale,Apartment,,,admin-cw,3 months ago,https://cwlagos.com/property/6-units-of-3-bedroom-apartments-with-2-bqs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"470,000,000",4-Bedroom Terrace Duplex,"Lekki, Lagos State, Nigeria",Sale,sale,Terraced,4.0,4.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-14/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400,000,000",3-Bedroom Penthouse with BQ,"Lekki, Lagos State, Nigeria",Sale,sale,Penthouse,3.0,3.0,Jennifer Nwagbo,3 weeks ago,https://cwlagos.com/property/3-bedroom-penthouse-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000,000",3 Bedroom Apartment,"Lekki, Lagos State, Nigeria",Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-20/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,000,000",2-Bedroom Apartment,"Lekki, Lagos State, Nigeria",Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-13/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14,000,000",Self-Service Shop Space,"Lekki, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Jennifer Nwagbo,2 months ago,https://cwlagos.com/property/self-service-shop-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"700,000,000",5-Bedroom Fully Detached Duplex,"Lekki, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-24/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250,000,000",2-Bedroom Apartment,"Lekki, Lagos State, Nigeria",Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-20/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120,000,000",4-Bedroom Terrace Duplex,"Lekki, Lagos State, Nigeria",Sale,sale,Terraced,4.0,4.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#9,000,000",42sqm Shop Space in a Secure Environment,"Lekki, Lagos.",commercial,rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/42sqm-shop-space-in-a-secure-environment/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,True,42sqm,,,,,,
"#1,700,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-6/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#25,000,000",New 4 Bedroom Maisonette with BQ,"Lekki, Lagos.",Rent,rent,Maisonette,4.0,4.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/new-4-bedroom-maisonette-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#1,600,000,000",Beautifully Built & Exquisitely Furnished 6 Bedroom Villa,"Lekki, Lagos.",Sale,sale,Detached,6.0,6.0,Peter Ogunremi,11 months ago,https://cwlagos.com/property/beautifully-built-exquisitely-furnished-6-bedroom-villa/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,True,,,,,,,
"$2,200,000",6 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,6.0,6.0,admin-cw,7 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,True,,,,
"#2,000,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#650,000 per sqm","892sqm, 773sqm & 1026sqm Plots of Land","Lekki, Lagos.",Sale,sale,,,,Rose,7 months ago,https://cwlagos.com/property/892sqm-773sqm-1026sqm-plots-of-land/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"892, 773 & 1026sqm",,,,,,
"#10,000,000",2 Bedroom Apartment,"Lekki, Lagos.",Rent,rent,Apartment,2.0,2.0,Ngonadi Uzoma,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-8/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#9,000,000",Luxurious 3 Bedroom Apartment on 14 units per block Development,"Lekki, Lagos.",Corporate Lease,rent,Apartment,3.0,3.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/luxurious-3-bedroom-apartment-on-14-units-per-block-development/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,True,True,,,True,,,True,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,,,,True,,,,
"#700,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-4/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,,,
"#650,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-5/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,True,,,,
"#500,000",7 sqm Commercial Space,"Lekki, Lagos.",commercial,rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/7-sqm-commercial-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,,,,,7sqm,,,,,,
"#5,000,000",Spacious 3 Bedroom Apartment with BQ,"Lekki, Lagos.",Rent,rent,Apartment,3.0,3.0,Peter Ogunremi,9 months ago,https://cwlagos.com/property/spacious-3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
