price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"NGN250,000,000","3-BED FLAT+BQ – ONIRU, VICTORIA ISLAND",Oniru,For Sale,Available for sale,Apartment,3,3,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-flatbq-oniru-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000,000","2-BED APARTMENT – ONIRU, VICTORIA ISLAND",VI,For Sale,Available for sale,Apartment,2,2,admin-cw,1 month ago,https://cwlagos.com/property/2-bed-apartment-oniru-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN305,000,000","2-BED APARTMENT– ONIRU, VICTORIA ISLAND",VI,For Sale,Available for sale,Apartment,2,2,admin-cw,1 month ago,https://cwlagos.com/property/2-bed-apartment-oniru-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN20,000,000",3-BED APARTMENT+BQ –VICTORIA ISLAND,VI,For Rent,Available for rent,Apartment,3,3,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-apartmentbq-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN12,000,000",2-BEDROOM APARTMENT – ONIRU,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN550,000,000",4-BED SEMI-DETACHED DUPLEX+2 BQs – ONIRU,VI,For Sale,Available for sale,Semi Detached,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-semi-detached-duplex2-bqs-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",16 Units of 3-Bedroom Apartments+ BQ- VI,VI,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/16-units-of-3-bedroom-apartments-bq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN9,500,000,000",Land Measuring 7024sqm in Oniru,Oniru,Land,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-7024sqm-in-oniru-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,7024,,,,,,
"NGN12,500,000",2-Bedroom Apartment in Oniru,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-oniru-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN5,000,000",2-Bedroom Apartment in Oniru,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-oniru-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000","5-Bedroom Duplex in Oniru, VI",VI,For Rent,Available for rent,Detached,5,5,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-duplex-in-oniru-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",2-Bedroom Apartment in Oniru,Victoria Island,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,000,000",2-Bedroom Apartment,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-21/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,000,000",2-Bedroom Penthouse,"Oniru , Eti Osa, Lagos State, Nigeria",For Rent,Available for rent,Penthouse,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-penthouse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,600,000,000",Land Measuring 7024sqm in Oniru,Oniru,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-7024sqm-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",1 & 2-Bedroom Apartments in Oniru,Oniru,For Rent,Available for rent,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-2-bedroom-apartments-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",4-Bedroom Terrace+Swimming Pool Oniru,Oniru,For Rent,Available for rent,Terraced,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terraceswimming-pool-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN7,000,000",1-Bedroom Apartment in Oniru,Oniru,For Rent,Available for rent,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,000,000",1-Bedroom Apartment in Victoria Island,Victoria Island,For Rent,Available for rent,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN12,000,000",1-Bedroom Penthouse in Oniru,Oniru,For Rent,Available for rent,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-penthouse-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN29,000,000",3-Bedroom Apartment + Bq in Oniru,Oniru,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3-Bedroom Penthouse + BQ in Oniru,Oniru,For Rent,Available for rent,Penthouse,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-penthouse-bq-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40,000,000",5-Bedroom Detached Duplex,"Oniru , Eti Osa, Lagos State, Nigeria",For Rent,Available for rent,Detached,5,5,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000,000",4-Bedroom Semi-Detached Duplex with BQ,Oniru,For Rent,Available for rent,Semi Detached,4,4,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-12/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125,000",312sqm Office Space,"Oniru, Eti Osa, Lagos State, 101243, Nigeria",commercial,Available for rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/312sqm-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65,000,000",6-Bedroom Detached Duplex with 3 Bq,Oniru,For Rent,Available for rent,Detached,6,6,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/6-bedroom-detached-duplex-with-3-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN900,000",Land Measuring 3500sqm in Oniru,Oniru,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-3500sqm-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",Furnished 2-Bedroom Apartment with BQ in VI,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/furnished-2-bedroom-apartment-with-bq-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN200,000,000",Off-Plan Luxury Apartments in Oniru,Oniru,For Sale,Available for sale,Apartment,,,admin-cw,3 months ago,https://cwlagos.com/property/off-plan-luxury-apartments-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000,000",Brand New 20-Unit Apartment Complex in Oniru,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/brand-new-20-unit-apartment-complex-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN17,000,000","3 Bedroom Flat + BQ in Oniru, VI","Oniru, VI",For Rent,Available for rent,Apartment,3,3,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-flat-bq-in-oniru-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN19,000,000","One and Two Bedroom Apartment in Oniru, VI","Oniru, VI",For Rent,Available for rent,Apartment,1,1,admin-cw,4 months ago,https://cwlagos.com/property/one-and-two-bedroom-apartment-in-oniru-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",4 Bedroom Terrace in Oniru Victoria Island,Oniru Victoria Island,For Rent,Available for rent,Terraced,4,4,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-oniru-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000,000",Land Measuring 4000sqm in VI,VI,For Sale,Available for sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-4000sqm-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",2-Bedroom Apartment & 4-Bedroom Loft in Oniru,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-4-bedroom-loft-rent-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",City- View 2 Bedroom Apartment with BQ in Oniru,Oniru,For Rent,Available for rent,Apartment,2,2,admin-cw,4 months ago,https://cwlagos.com/property/city-view-2-bedroom-apartment-with-bq-in-oniru/,True,,,True,,True,,,,True,,,True,,,,,,True,,,,,,,,,,,True,,,
"NGN40,000,000",Furnished 3 Bedroom Apartment in Oniru,Oniru,For Rent,Available for rent,Apartment,3,3,admin-cw,4 months ago,https://cwlagos.com/property/furnished-3-bedroom-apartment-in-oniru/,,,,,True,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,
"NGN40,000,000",Oceanview 4 Bedroom Penthouse in VI,Oniru,For Rent,Available for rent,Penthouse,4,4,admin-cw,4 months ago,https://cwlagos.com/property/oceanview-4-bedroom-penthouse-in-vi/,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,,
"NGN350,000,000",4 Bedroom Terrace in Oniru,Oniru,For Sale,Available for rent,Terraced,4,4,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-oniru/,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN300,000,000",2 Bedroom Apartment with BQ in VI,"Oniru, VI",For Sale,Available for sale,Apartment,2,2,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-bq-in-vi/,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,True,,,
"NGN125,000",312sqm Office Space in Oniru,Oniru,commercial,,Commercial Space,,,admin-cw,5 months ago,https://cwlagos.com/property/312sqm-office-space-in-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#565,000,000",4 Bedroom Terrace with BQ,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,Terraced,4,4,admin-cw,5 months ago,https://cwlagos.com/property/4-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#10,000,000",3 Bedroom Apartment,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,3,3,admin-cw,5 months ago,https://cwlagos.com/property/3-bedroom-apartment-9/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#12,000,000",2 Bedroom Apartment with no BQ on 3rd floor,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,2,2,admin-cw,5 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-no-bq-on-3rd-floor/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"N850,000,000",5 Bedroom Fully Detached House + 2 rooms BQ,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,Detached,5,5,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-house-2-rooms-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#180,000,000",1 Bedroom Apartment,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,Apartment,1,1,admin-cw,6 months ago,https://cwlagos.com/property/1-bedroom-apartment-2/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,True,,,,,,,,,
"#18,000,000",4 Bedroom Office Duplex + BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Detached,4,4,Ngonadi Uzoma,6 months ago,https://cwlagos.com/property/4-bedroom-office-duplex-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,True,,True,True,,,True,True,,,,,,,,
"#15,000,000",3 Bedroom Apartment,"Oniru Estate, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,3,3,admin-cw,6 months ago,https://cwlagos.com/property/3-bedroom-apartment-6/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#12,000,000",3 Bedroom Apartment with a BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,3,3,admin-cw,7 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#11,000,000",2 Bedroom Apartment with BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,2,2,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-with-bq/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,True,,,,,,,
"#35,000,000",Luxurious 4 Bedroom Semi-Detached with a BQ,"Victoria Island, Lagos.",For Rent,Available for rent,Semi Detached,4,4,admin-cw,8 months ago,https://cwlagos.com/property/luxurious-4-bedroom-semi-detached-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,,,,
"#40,000,000",Beautiful 4 units of 4 Bedroom Semi-Detached Duplexes with BQs,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Semi Detached,4,4,admin-cw,8 months ago,https://cwlagos.com/property/beautiful-4-units-of-4-bedroom-semi-detached-duplexes-with-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#15,000,000",Self-Serviced 4 Bedroom Terrace with a BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Terraced,4,4,admin-cw,8 months ago,https://cwlagos.com/property/self-serviced-4-bedroom-terrace-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#1,500,000,000",Land Measuring 1300 sqm,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-1300-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,1300 sqm,,,,,,
"#900,000,000",771 sqm Corner Piece Land,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/771-sqm-corner-piece-land/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,771sqm,,,,,,
"#950,000",Land Measuring 896sqm Corner Piece,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-896sqm-corner-piece/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,896sqm,,,,,,
"#10,000,000",Comfortable 2 Bedroom Flat on the First Floor in a Mini Estate,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,2,2,admin-cw,9 months ago,https://cwlagos.com/property/comfortable-2-bedroom-flat-on-the-first-floor-in-a-mini-estate/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#30,000,000",Furnished 3 Bedroom Apartment with BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Apartment,3,3,admin-cw,9 months ago,https://cwlagos.com/property/furnished-3-bedroom-apartment-with-bq-2/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#25,000,000",Luxurious 4 Bedroom Terrace with a BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Terraced,4,4,admin-cw,9 months ago,https://cwlagos.com/property/luxurious-4-bedroom-terrace-with-a-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#18,000,000",Spacious 4 Bedroom Semi-Detached Duplex with Swimming Pool,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Semi Detached,4,4,admin-cw,9 months ago,https://cwlagos.com/property/spacious-4-bedroom-semi-detached-duplex-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#25,000,000",Brand New 4 Bedroom Penthouse plus BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Penthouse,4,4,admin-cw,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-penthouse-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#280,000,000",Luxury 3- & 2-Bedroom Apartments in a Well Secured Gated Estate,"Oniru, Victoria Island, Lagos.",For Sale,Available for sale,Apartment,3,3,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/luxury-3-2-bedroom-apartments-in-a-well-secured-gated-estate/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,,,,,,,,,,,,
"#12,000,000",Luxury 4 Bedroom Townhouse with 2 BQs,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Town House,4,4,admin-cw,9 months ago,https://cwlagos.com/property/luxury-4-bedroom-townhouse-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#25,000,000",Luxurious 5 Bedroom Terraced Duplex with Cinema Room & BQ,"Oniru, Victoria Island, Lagos.",For Rent,Available for rent,Terraced,5,5,admin-cw,9 months ago,https://cwlagos.com/property/luxurious-5-bedroom-terraced-duplex-with-cinema-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#132,000/sqm",Spacious 471 sqm Mall Space on the 5th floor,"Oniru, Victoria Island, Lagos.",commercial,,Commercial Space,,,Ngonadi Uzoma,11 months ago,https://cwlagos.com/property/spacious-471-sqm-on-the-5th-floor/,True,True,True,True,,True,True,,True,,,True,,,,,,,,,True,,,,,,471 sqm,,,,,,
"$24,000",Carcass 4 Bedroom Maisonette with 2 BQs,Lekki Phase 1/Oniru.,For Rent,,Maisonette,4,4,,1 year ago,https://cwlagos.com/property/carcass-4-bedroom-maisonette-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,,True,,True,
"#1,600,000,000",Beautifully Furnished 6 Bedroom Villa with 2 BQs,"Pinnock Beach Estate, Lekki, Lagos.",For Sale,Available for sale,,6,6,Peter Ogunremi,8 months ago,https://cwlagos.com/property/beautifully-furnished-6-bedroom-villa-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,,,,,True,,True,True,,,,,,,
"#1,300,000,000",Luxury 5 Bedroom Detached Duplex plus BQ,"Pinnock Beach Estate, Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,Peter Ogunremi,8 months ago,https://cwlagos.com/property/luxury-5-bedroom-detached-duplex-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,,,,,,,,
"#550,000,000",Magnificent 4 Bedroom Maisonette with Swimming Pool for Relaxation,"Lekki Phase 1, Lekki, Lagos.",For Sale,Available for sale,Maisonette,4,4,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/magnificent-4-bedroom-maisonette-with-swimming-pool-for-relaxation/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,,,,,
"NGN850,000,000",Luxury 5 Bedroom Smarthome with bq,Lekki phase 1,For Sale,Available for sale,Detached,5,5,Peter Ogunremi,10 months ago,https://cwlagos.com/property/luxury-5-bedroom-smarthome-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",Elegant 4 Bedroom Terrace duplex with bq,lekki phase 1,For Rent,Available for rent,Terraced,4,4,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/elegant-4-bedroom-terrace-duplex-with-bq/,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#450,000,000",Newly Built 5 Bedroom Detached Duplex with Ample Parking Space,"Pinnock Beach Estate, Lekki, Lagos.",For Sale,Available for sale,Detached,5,5,,1 year ago,https://cwlagos.com/property/newly-built-5-bedroom-detached-duplex-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,,True,True,,,,,,500 sqm,,,,,,
"NGN40,000,000",Detached house for commercial use- Lekki,Lekki,commercial,Available for rent,Detached,,,admin-cw,4 days ago,https://cwlagos.com/property/detached-house-for-commercial-use-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN900,000,000","5 Bedroom Detached Duplex  – Ikate, Lekki",Ikate,For Sale,Available for sale,Detached,5,5,admin-cw,4 days ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"850,000,000",6 Units of 5-Bedroom Detached House with BQ,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Detached,5,5,admin-cw,6 days ago,https://cwlagos.com/property/6-units-of-5-bedroom-detached-house-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN450,000,000",10 Units of 4-Bed Detached Duplexes+BQ-LEKKI,Lekki,For Sale,Available for sale,Detached,4,4,admin-cw,1 week ago,https://cwlagos.com/property/10-units-of-4-bed-detached-duplexesbq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480,000,000",4-Bedroom Maisonette with BQ,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Maisonette,4,4,Jennifer Nwagbo,1 week ago,https://cwlagos.com/property/4-bedroom-maisonette-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"280,000,000",4-Bedroom Detached Duplex,Ikate,For Sale,Available for sale,Detached,4,4,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-detached-duplex-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250,000,000",3-Bedroom Apartments with BQ,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Apartment,3,3,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartments-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",2 BEDROOM APARTMENT- LEKKI,Lekki,For Rent,Available for rent,Apartment,2,2,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-lekki-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",3 BEDROOM LUXURY FLATS- LEKKI,Lekki,For Rent,Available for rent,Apartment,3,3,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-luxury-flats-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN13,000,000",3 BEDROOM DUPLEX- LEKKI,Lekki,For Rent,Available for rent,,3,3,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN200,000,000",PARTITIONED VILLA- LEKKI,Lekki,,Available for rent,Apartment,3,3,admin-cw,2 weeks ago,https://cwlagos.com/property/partitioned-villa-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN700,000,000",5 BEDROOM SEMI-DETACHED DUPLEX- LEKKI,Lekki,For Sale,Available for sale,Semi Detached,5,5,admin-cw,2 weeks ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400,000,000",4-Bedroom Terrace Duplex with BQ,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Terraced,4,4,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-with-bq-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"600,000,000",4-Bedroom Penthouse,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Penthouse,4,4,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-penthouse-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,500,000,000",EXECUTIVE 5-BEDROOM HOUSE- LEKKI,Lekki,For Sale,Available for sale,,5,5,admin-cw,2 weeks ago,https://cwlagos.com/property/executive-5-bedroom-house-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN850,000,000",4-Bedroom Detached Duplex + BQ- Lekki,Lekki,For Sale,Available for sale,Detached,4,4,admin-cw,3 weeks ago,https://cwlagos.com/property/4-bedroom-detached-duplex-bq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,000,000",Ground Floor Office Space,"Lekki, Lagos State, Nigeria",For Rent,Available for rent,,,,Jennifer Nwagbo,3 weeks ago,https://cwlagos.com/property/ground-floor-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400,000,000",3-Bedroom Penthouse with BQ,"Lekki, Lagos State, Nigeria",For Sale,Available for sale,Penthouse,3,3,Jennifer Nwagbo,3 weeks ago,https://cwlagos.com/property/3-bedroom-penthouse-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",BEACHFRONT LAND – IBEJU LEKKI,Ibeju Lekki,For Sale,Available for sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/beachfront-land-ibeju-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
"NGN200,000",Land Measuring 130Hectares- Ibeju Lekki,Ibeju lekki,For Sale,Available for sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-130hectares-ibeju-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,
"NGN100,000,000",Land Measuring 12000sqm- Lekki,Lekki,For Sale,Available for sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-12000sqm-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,
